Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length,,
Language_38,65.35498595237730,4,7,63,2,12,64.33005356788640,16.082513391971600,5.0,,
Language_39,38.33129596710210,3,4,48,2,12,37.365270376205400,12.455090125401800,4.0,,
Language_40, SAT Failed,,,,,,,,,,
Language_41, SAT Failed,,,,,,,,,,
Language_42,24.02305316925050,3,8,45,3,11,23.32426881790160,7.77475627263387,5.5,,
Language_43, SAT Failed,,,,,,,,,,
Language_44,51.794220209121700,4,5,53,2,12,51.12164878845220,12.780412197113000,4.0,,
Language_45,59.87334227561950,5,8,79,3,12,58.83967161178590,11.767934322357200,5.5,,
Language_46,239.37593126297000,3,5,45,3,12,238.56046414375300,79.52015471458440,4.0,,
Language_47,29.54849600791930,3,4,50,2,12,28.54265856742860,9.514219522476200,4.0,,
Language_48, SAT Failed,,,,,,,,,,
Language_49,110.28920602798500,6,9,89,2,12,109.2858202457430,18.214303374290500,5.2,,
Language_50,125.69632887840300,4,7,65,3,12,124.6524600982670,31.16311502456670,5.666666666666670,,
Language_51,89.3570818901062,7,7,98,3,12,88.40235137939450,12.628907339913500,5.0,,
Language_52,136.9292368888860,6,9,91,2,12,135.89059400558500,22.64843233426410,6.0,,
Language_53,177.1270661354070,5,5,74,3,12,176.2716670036320,35.25433340072630,4.25,,
Language_54,111.53091812133800,4,5,54,3,12,110.80402565002400,27.701006412506100,3.6666666666666700,,
Language_55,112.27226686477700,3,5,49,2,12,111.2777190208440,37.09257300694780,4.5,,
Language_56, SAT Failed,,,,,,,,,,
Language_57,201.1554880142210,2,3,37,2,12,200.1950979232790,100.0975489616390,3.0,,
Language_58,160.46118330955500,3,5,48,2,12,159.48914313316300,53.16304771105450,4.5,,
Language_59, SAT Failed,,,,,,,,,,
Language_60,257.65138721466100,4,5,63,2,12,256.67370200157200,64.16842550039290,3.6666666666666700,,
Language_61, SAT Failed,,,,,,,,,,
Language_62,97.83937191963200,6,6,90,2,12,96.80080151557920,16.133466919263200,5.0,,
Language_63,15.93576693534850,2,3,33,2,12,15.131307363510100,7.565653681755070,3.0,,
Language_64,214.1498999595640,2,4,33,2,12,213.2017970085140,106.6008985042570,4.0,,
Language_65,247.8961799144750,5,6,79,3,12,246.85249781608600,49.370499563217200,4.75,,
Language_66,13.581120014190700,3,5,39,2,11,13.103389739990200,4.367796579996750,4.5,,
Language_67,109.93089270591700,4,4,60,2,12,108.953373670578,27.2383434176445,3.6666666666666700,,
Language_68,32.18326020240780,3,4,48,2,12,31.213842153549200,10.404614051183100,3.5,,
Language_69,73.71353101730350,7,7,100,2,12,72.77178382873540,10.395969118390800,5.166666666666670,,
Language_70, SAT Failed,,,,,,,,,,
Language_71,30.03810405731200,4,5,60,2,12,29.21016240119930,7.302540600299840,4.333333333333330,,
Language_72, SAT Failed,,,,,,,,,,
Language_73,38.534706830978400,3,4,41,2,12,37.85067367553710,12.616891225179000,4.0,,
Language_74,105.7065680027010,4,5,58,3,12,104.70105385780300,26.175263464450800,4.333333333333330,,
Language_75,187.08682012558000,4,8,64,1,12,186.11997079849200,46.52999269962310,6.0,,
Language_76,63.52615809440610,4,6,60,2,12,62.69658923149110,15.674147307872800,4.0,,
Language_77,98.59848308563230,5,5,79,2,12,97.56152200698850,19.512304401397700,3.75,,
Language_78,87.36053109169010,5,4,74,2,12,86.34585213661190,17.269170427322400,3.75,,
Language_79, SAT Failed,,,,,,,,,,
Language_80,200.8759880065920,3,6,50,2,12,199.88085174560500,66.62695058186850,4.5,,
Language_81,28.008604764938400,3,5,41,2,11,27.443456172943100,9.147818724314370,4.5,,
Language_82,107.59062814712500,3,5,49,2,12,106.7847490310670,35.594916343689000,4.5,,
Language_83,205.76788520813000,4,5,61,2,12,204.7745988368990,51.1936497092247,4.0,,
Language_84,67.75464701652530,3,5,47,3,12,66.74313020706180,22.247710069020600,4.0,,
Language_85,125.08392691612200,2,3,31,2,12,124.25045490264900,62.12522745132450,3.0,,
Language_86,193.00947618484500,4,6,63,3,12,192.17433142662000,48.04358285665510,4.666666666666670,,
Language_87,68.54214215278630,2,4,35,2,12,67.69871306419370,33.84935653209690,4.0,,
Language_88,192.4261441230770,10,7,140,2,12,191.23283290863000,19.123283290863000,5.0,,
Language_89,298.78504705429100,7,6,100,2,12,297.9070932865140,42.55815618378780,4.5,,
Language_90,51.58470892906190,5,6,69,2,11,50.82786464691160,10.165572929382300,4.5,,
Language_91,9.836425065994260,2,3,35,2,12,9.031287908554080,4.515643954277040,3.0,,
Language_92, SAT Failed,,,,,,,,,,
Language_93,55.12179493904110,2,4,35,2,12,54.14702796936040,27.073513984680200,4.0,,
Language_94,83.55080676078800,6,7,91,3,12,82.64029145240780,13.77338190873460,5.2,,
Language_95,27.145050764083900,2,4,33,3,12,26.340780019760100,13.170390009880100,4.0,,
Language_96,31.462191104888900,5,4,71,3,12,30.607452154159500,6.121490430831910,3.5,,
Language_97, SAT Failed,,,,,,,,,,
Language_98,111.32191514968900,3,6,49,3,12,110.35423302650500,36.784744342168200,5.5,,
Language_99,201.1825168132780,3,5,49,2,12,200.1807680130010,66.72692267100020,4.5,,
,,,,,,,,,,,
Average,122.60044692013700,3.9324324324324300,5.337837837837840,59.63513513513510,2.2432432432432400,11.932432432432400,121.69286831005200,33.1684787518346,4.3772522522522500,10,74
