Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length,,
Language_33,11.456228733062700,2,4,31,1,10,10.889454126358000,5.444727063179020,4.0,,
Language_34,10.737284898757900,3,5,45,2,10,10.173738956451400,3.3912463188171400,4.5,,
Language_35,9.028391122817990,2,4,31,1,10,8.453607082366940,4.226803541183470,4.0,,
Language_36,23.741462230682400,5,4,67,2,10,23.041682958602900,4.608336591720580,3.5,,
Language_37,19.86107873916630,4,4,54,2,10,19.245007753372200,4.811251938343050,3.6666666666666700,,
Language_38,21.661914825439500,3,5,43,1,10,21.052785634994500,7.017595211664840,4.0,,
Language_39,38.624995708465600,4,6,55,2,10,38.04682016372680,9.511705040931700,4.666666666666670,,
Language_40,9.641016721725460,2,2,30,2,10,9.07444715499878,4.53722357749939,2.0,,
Language_41,17.537847995758100,4,4,55,2,10,16.903693199157700,4.225923299789430,3.6666666666666700,,
Language_42,48.0865740776062,3,4,44,2,10,47.508355140686000,15.836118380228700,3.0,,
Language_43,16.025104999542200,3,5,42,2,10,15.421049118042000,5.140349706014000,4.5,,
Language_44,52.03511595726010,7,6,86,2,10,51.431392431259200,7.347341775894170,4.333333333333330,,
Language_45,11.420820951461800,3,4,43,2,10,10.82531213760380,3.6084373792012500,3.0,,
Language_46,12.507206201553300,3,4,43,2,10,11.901991844177200,3.9673306147257500,4.0,,
Language_47,12.814318895340000,3,4,41,2,10,12.23351502418520,4.0778383413950600,3.5,,
Language_48,21.26460886001590,5,4,67,3,10,20.651634693145800,4.130326938629150,3.25,,
Language_49,13.614098072052000,3,4,43,2,10,13.027068853378300,4.342356284459430,4.0,,
Language_50,15.246015310287500,3,4,42,2,10,14.678858041763300,4.8929526805877700,4.0,,
Language_51,8.639625787734990,2,4,31,1,10,8.08150577545166,4.04075288772583,4.0,,
Language_52,21.9469633102417,2,3,31,2,10,21.38384509086610,10.691922545433000,3.0,,
Language_53,12.215604066848800,3,4,42,2,10,11.613441944122300,3.871147314707440,3.5,,
Language_54,13.645483016967800,3,4,42,2,10,13.080227851867700,4.360075950622560,4.0,,
Language_55,19.90624213218690,2,3,31,2,10,19.352685928344700,9.676342964172360,3.0,,
Language_56,8.809386968612670,2,3,30,2,10,8.225891828536990,4.112945914268490,3.0,,
Language_57,8.925266027450560,2,4,32,1,10,8.359752655029300,4.179876327514650,4.0,,
Language_58,20.081261157989500,2,2,30,2,10,19.50395703315740,9.751978516578670,2.0,,
Language_59,13.762451887130700,4,5,52,1,10,13.287550210952800,3.3218875527381900,4.0,,
Language_60,43.456907987594600,5,5,69,2,10,42.86293983459470,8.572587966918950,4.25,,
Language_61,8.669146299362180,2,4,30,1,10,8.11829137802124,4.05914568901062,4.0,,
Language_62,9.44132399559021,2,3,30,1,10,8.890928268432620,4.445464134216310,3.0,,
Language_63,11.515501737594600,2,4,32,1,10,10.96372675895690,5.481863379478460,4.0,,
Language_64,15.679244756698600,3,5,44,1,10,15.09880542755130,5.03293514251709,4.5,,
Language_65,8.553135871887210,2,4,31,1,10,7.973516941070560,3.9867584705352800,4.0,,
Language_66,11.18008303642270,3,4,42,2,10,10.607314109802200,3.535771369934080,4.0,,
Language_67,15.305716037750200,3,4,43,2,10,14.716233015060400,4.905411005020140,3.5,,
Language_68,6.594432830810550,2,4,32,1,10,6.021561861038210,3.010780930519100,4.0,,
Language_69,57.26292705535890,8,5,96,2,10,56.6308650970459,7.078858137130740,4.142857142857140,,
Language_70,18.728971004486100,4,4,55,2,10,18.152369022369400,4.538092255592350,4.0,,
Language_71,15.40146517753600,4,4,54,1,10,14.778637170791600,3.6946592926979100,3.0,,
Language_72,34.66145420074460,4,4,54,2,10,34.06361699104310,8.515904247760770,4.0,,
Language_73,25.445274114608800,3,5,44,2,10,24.88365912437440,8.29455304145813,4.5,,
Language_74,7.764755964279180,2,4,32,1,10,7.1958489418029800,3.5979244709014900,4.0,,
Language_75,45.25219988822940,4,4,55,2,10,44.65972089767460,11.16493022441860,4.0,,
Language_76,47.84096121788030,3,4,45,2,10,47.25745606422420,15.752485354741400,4.0,,
Language_77,21.763823986053500,2,4,31,1,10,21.18057084083560,10.590285420417800,4.0,,
Language_78,9.724427700042730,2,2,31,2,10,9.157747268676760,4.578873634338380,2.0,,
Language_79,13.356132984161400,3,4,42,2,10,12.763593196868900,4.254531065622970,4.0,,
Language_80,7.003105163574220,2,4,31,1,10,6.426510572433470,3.213255286216740,4.0,,
Language_81,11.318169116973900,3,6,44,2,10,10.716962099075300,3.5723206996917700,5.0,,
Language_82,13.944912195205700,4,5,54,2,10,13.35421109199520,3.33855277299881,4.333333333333330,,
Language_83,16.29009699821470,3,4,41,1,10,15.730419158935500,5.243473052978520,3.5,,
Language_84,16.44098997116090,4,4,54,2,10,15.852874994278000,3.9632187485694900,3.6666666666666700,,
Language_85,12.750226974487300,2,4,31,1,10,12.197792768478400,6.098896384239200,4.0,,
Language_86,7.310914993286130,2,5,30,1,10,6.74149751663208,3.37074875831604,5.0,,
Language_87,17.87914800643920,4,4,54,2,10,17.307198762893700,4.326799690723420,3.3333333333333300,,
Language_88,9.395738124847410,2,4,29,1,10,8.846374034881590,4.423187017440800,4.0,,
Language_89,6.669723033905030,2,4,32,1,10,6.121042490005490,3.0605212450027500,4.0,,
Language_90,30.55143904685970,5,4,65,2,10,29.94892382621770,5.98978476524353,3.5,,
Language_91,6.78572678565979,2,3,30,2,10,6.3360068798065200,3.1680034399032600,3.0,,
Language_92,14.348133087158200,4,5,56,2,10,13.747734785080000,3.436933696269990,4.333333333333330,,
Language_93,28.410125017166100,3,7,40,2,10,27.948435306549100,9.316145102183020,5.0,,
Language_94,26.567530155181900,5,5,68,3,10,25.875327587127700,5.175065517425540,4.25,,
Language_95,11.572314977645900,2,3,31,2,10,11.013190746307400,5.5065953731536900,3.0,,
Language_96,23.454766750335700,4,4,53,2,10,22.86844515800480,5.71711128950119,3.6666666666666700,,
Language_97,12.56011962890630,3,4,43,2,10,11.974609851837200,3.9915366172790500,4.0,,
Language_98,9.638672828674320,2,4,32,1,10,8.901554107666020,4.450777053833010,4.0,,
Language_99,9.115416049957280,2,3,31,2,10,8.547470808029180,4.273735404014590,3.0,,
,,,,,,,,,,,
Average,16.71270947933200,3.02,4.14,42.86,1.63,9.99,16.13544307947160,5.265730561568620,3.8427106227106200,14,100
